"","Player","Tm","Pos","MP","FG","FGP","X3P","X3PP","FTP","AST","ORB","DRB","STL","BLK"
"219","Wenyen Gabriel","TOT","PF","7.8","0.7","43.8","0.2","30","68.2","0.3","0.7","1","0.4","0.2"
"220","Wenyen Gabriel","SAC","PF","5.5","0.5","35.3","0.1","12.5","60","0.3","0.4","0.5","0.3","0.2"
"221","Wenyen Gabriel","POR","PF","9.2","0.8","48.4","0.3","41.7","75","0.3","0.9","1.3","0.4","0.3"
"222","Daniel Gafford","CHI","C","14.2","2.2","70.1","0","0","53.3","0.5","1.2","1.3","0.3","1.3"
"223","Danilo Gallinari","OKC","PF","29.6","5.8","43.8","2.9","40.5","89.3","1.9","0.5","4.6","0.7","0.1"
"224","Langston Galloway","DET","SG","25.8","3.6","43.5","2","39.9","85.9","1.5","0.5","1.8","0.7","0.2"
"225","Darius Garland","CLE","PG","30.9","4.7","40.1","1.8","35.5","87.5","3.9","0.5","1.4","0.7","0.1"
"226","Marc Gasol","TOR","C","26.4","2.7","42.7","1.3","38.5","73.5","3.3","0.7","5.5","0.8","0.9"
"227","Rudy Gay","SAS","PF","21.8","4","44.6","1.1","33.6","88.2","1.7","0.9","4.5","0.5","0.5"
"228","Paul George","LAC","SF","29.6","7.1","43.9","3.3","41.2","87.6","3.9","0.5","5.2","1.4","0.4"
"229","Taj Gibson","NYK","C","16.5","2.7","58.4","0.1","28.6","73.2","0.8","1.8","2.5","0.4","0.5"
"230","Harry Giles","SAC","PF","14.5","3","55.4","0","0","77.6","1.3","0.9","3.2","0.5","0.4"
"231","Shai Gilgeous-Alexander","OKC","SG","34.7","6.8","47.1","1.2","34.7","80.7","3.3","0.7","5.2","1.1","0.7"
"232","Rudy Gobert","UTA","C","34.3","5.7","69.3","0","0","63","1.5","3.4","10.1","0.8","2"
"233","Brandon Goodwin","ATL","PG","12.6","2.2","40","0.8","29.9","93.3","1.5","0.3","1.8","0.4","0.1"
"234","Aaron Gordon","ORL","PF","32.5","5.4","43.7","1.2","30.8","67.4","3.7","1.7","5.9","0.8","0.6"
"235","Eric Gordon","HOU","SF","28.2","4.8","36.9","2.7","31.7","76.6","1.5","0.3","1.7","0.6","0.4"
"236","Devonte' Graham","CHO","PG","35.1","5.8","38.2","3.5","37.3","82","7.5","0.7","2.7","1","0.2"
"237","Treveon Graham","TOT","SG","16.9","1.6","36","0.6","27.5","64.3","0.8","0.9","1.8","0.4","0.1"
"238","Treveon Graham","MIN","SG","20.1","1.9","35.4","0.6","24.1","73","0.9","0.9","2.2","0.5","0.1"
"239","Treveon Graham","ATL","SG","12.1","1.1","37.3","0.6","35.1","47.4","0.7","1","1.3","0.3","0.2"
"240","Jerami Grant","DEN","PF","26.6","4.3","47.8","1.4","38.9","75","1.2","0.8","2.7","0.7","0.8"
"241","Jerian Grant","WAS","PG","13.3","1.7","37","0.3","25","71.4","1.5","0.3","0.7","0.2","0.2"
"242","Josh Gray","NOP","PG","11.5","0.5","50","0","0","0","1","0.5","0.5","0","0"
"243","Danny Green","LAL","SG","24.8","2.9","41.6","1.8","36.7","68.8","1.3","0.8","2.6","1.3","0.5"
"244","Draymond Green","GSW","PF","28.4","2.9","38.9","0.8","27.9","75.9","6.2","0.5","5.7","1.4","0.8"
"245","JaMychal Green","LAC","PF","20.7","2.4","42.9","1.5","38.7","75","0.8","1.2","4.9","0.5","0.4"
"246","Javonte Green","BOS","SF","9.8","1.3","50","0.2","27.3","66.7","0.5","0.5","1.4","0.5","0.2"
"247","Jeff Green","TOT","PF-C","20","3.3","46.2","1.3","33.9","80.2","1","0.5","2.3","0.5","0.4"
"248","Jeff Green","UTA","PF","18.4","2.5","38.5","1.1","32.7","77.8","0.7","0.5","2.2","0.4","0.3"
"249","Jeff Green","HOU","C","22.6","4.7","56.4","1.6","35.4","85.7","1.7","0.6","2.3","0.8","0.5"
"250","Blake Griffin","DET","PF","28.4","4.9","35.2","1.5","24.3","77.6","3.3","0.9","3.7","0.4","0.4"
"251","Marko Guduric","MEM","SG","11","1.4","39.5","0.6","30.1","92.3","1","0.3","1.3","0.3","0.2"
"252","Kyle Guy","SAC","SG","3.3","0.7","40","0","0","0","0.3","0","0.3","0","0"
"253","Rui Hachimura","WAS","PF","30.1","5.3","46.6","0.5","28.7","82.9","1.8","1.6","4.5","0.8","0.2"
"254","Devon Hall","OKC","SG","7.4","0.5","20","0.4","23.5","50","1.2","0.2","0.5","0.4","0.1"
"255","Donta Hall","TOT","PF","14.8","1.7","68.2","0","0","50","0.4","1.6","2.7","0.3","0.7"
"256","Donta Hall","DET","PF","12","0.3","25","0","0","66.7","0.5","1.5","2.3","0.3","0.3"
"257","Donta Hall","BRK","PF","17","2.8","77.8","0","0","41.7","0.4","1.6","3","0.4","1"
"258","Dusty Hannahs","MEM","SG","6.5","2","44.4","1","66.7","100","0","0","0.5","0","0"
"259","Tim Hardaway Jr.","DAL","SG","29.5","5.4","43.4","2.9","39.8","81.9","1.9","0.4","2.9","0.6","0.1"
"260","James Harden","HOU","SG","36.5","9.9","44.4","4.4","35.5","86.5","7.5","1","5.5","1.8","0.9"
"261","Maurice Harkless","TOT","SF","23","2.3","50.2","0.5","34.7","59.1","1.1","0.9","3","0.9","0.5"
"262","Maurice Harkless","LAC","SF","22.8","2.2","51.6","0.5","37","57.1","1","0.9","3.1","1","0.6"
"263","Maurice Harkless","NYK","SF","23.8","2.5","45.5","0.6","28","62.5","1.7","0.7","2.7","0.8","0.3"
"264","Jared Harper","PHO","PG","2.7","0.3","25","0","0","0","0","0","0","0","0"
"265","Montrezl Harrell","LAC","C","27.8","7.5","58","0","0","65.8","1.7","2.6","4.5","0.6","1.1"
"266","Gary Harris","DEN","SG","31.8","3.9","42","1.3","33.3","81.5","2.1","0.5","2.4","1.4","0.3"
"267","Joe Harris","BRK","SF","30.8","5.5","48.6","2.5","42.4","71.9","2.1","0.9","3.4","0.6","0.2"
"268","Tobias Harris","PHI","PF","34.3","7.7","47.1","1.8","36.7","80.6","3.2","1","5.9","0.7","0.6"
"269","Shaquille Harrison","CHI","SF","11.3","1.8","46.7","0.4","38.1","78","1.1","0.5","1.5","0.8","0.4"
"270","Josh Hart","NOP","SF","27","3.5","42.3","1.9","34.2","73.9","1.7","0.9","5.6","1","0.4"
"271","Isaiah Hartenstein","HOU","C","11.6","1.9","65.7","0","0","67.9","0.8","1.3","2.7","0.4","0.5"
"272","Udonis Haslem","MIA","PF","11","1","36.4","0.3","33.3","75","0.3","0.3","3.8","0","0"
"273","Jaxson Hayes","NOP","C","16.9","2.7","67.2","0","25","64.7","0.9","1.5","2.5","0.4","0.9"
"274","Gordon Hayward","BOS","SF","33.5","6.7","50","1.6","38.3","85.5","4.1","1.1","5.6","0.7","0.4"
"275","John Henson","TOT","PF","15","2.4","55.6","0.2","22.2","50","1.4","1.2","2.9","0.6","1.1"
"276","John Henson","CLE","PF","14.2","2.1","50.8","0.2","19.4","51.5","1.5","1.1","2.8","0.6","1.1"
"277","John Henson","DET","PF","17.1","3.1","66.7","0.2","40","46.2","1","1.3","3.1","0.7","0.9"
"278","Dewan Hernandez","TOR","C","4.7","0.8","35.7","0.2","50","60","0.5","0.8","1.5","0.2","0"
"279","Juan Hernangómez","TOT","PF","17.4","2.1","40.5","0.9","34.1","62","0.8","0.9","3.2","0.4","0.2"
"280","Juan Hernangómez","DEN","PF","12.4","1.1","34.5","0.4","25","64","0.6","0.7","2.1","0.1","0.1"
"281","Juan Hernangómez","MIN","PF","29.4","4.4","45.3","2.1","42","60.9","1.3","1.4","5.9","1","0.3"
"282","Willy Hernangómez","CHO","C","12.1","2.4","53.2","0.2","22.7","62.7","0.9","1.4","2.9","0.3","0.2"
"283","Tyler Herro","MIA","SG","27.4","4.9","42.8","2.1","38.9","87","2.2","0.3","3.8","0.6","0.2"
"284","Kevin Hervey","OKC","PF","5.2","0.7","25.9","0.3","15","0","0.5","0.1","1.1","0.1","0.1"
"285","Mario Hezonja","POR","PF","16.4","1.7","42.2","0.5","30.8","81.4","0.9","0.6","2.9","0.7","0.2"
"286","Buddy Hield","SAC","SG","30.8","6.9","42.9","3.8","39.4","84.6","3","0.8","3.8","0.9","0.2"
"287","George Hill","MIL","PG","21.5","3.3","51.6","1.4","46","84.2","3.1","0.8","2.2","0.8","0.1"
"288","Solomon Hill","TOT","SF","18.4","1.9","39.6","1.1","36.8","74.1","1.8","0.5","2.3","0.7","0.2"
"289","Solomon Hill","MEM","SF","18.8","2","41.2","1.2","38.1","68.4","2","0.5","2.5","0.6","0.1"
"290","Solomon Hill","MIA","SF","17","1.3","31.1","0.6","29.2","87.5","0.9","0.5","1.5","1.1","0.5"
"291","Jaylen Hoard","POR","SF","7.9","1.2","46.9","0","0","61.5","0.3","1.1","1.4","0.4","0"
"292","Aaron Holiday","IND","PG","24.5","3.5","41.4","1.3","39.4","85.1","3.4","0.3","2","0.8","0.2"
"293","Jrue Holiday","NOP","SG","34.7","7.5","45.5","2","35.3","70.9","6.7","1.3","3.5","1.6","0.8"
"294","Justin Holiday","IND","SG","25","2.8","42.8","1.8","40.5","79.1","1.3","0.4","2.8","1.2","0.6"
"295","Rondae Hollis-Jefferson","TOR","SF","18.7","2.6","47.1","0.1","13","73.4","1.8","1.8","2.9","0.8","0.4"
"296","Richaun Holmes","SAC","C","28.2","5.1","64.8","0","0","78.8","1","2.9","5.3","0.9","1.3"
"297","Rodney Hood","POR","SF","29.5","4.1","50.6","1.7","49.3","77.8","1.5","0.5","3","0.8","0.2"
"298","Al Horford","PHI","C","30.2","4.8","45","1.5","35","76.3","4","1.5","5.3","0.8","0.9"
"299","Talen Horton-Tucker","LAL","SG","13.5","2.3","46.7","0.7","30.8","50","1","0.3","0.8","1.3","0.2"
"300","Danuel House","HOU","SF","30.4","3.7","42.7","2","36.3","81.1","1.3","0.9","3.3","1.1","0.5"
"301","Dwight Howard","LAL","C","18.9","2.9","72.9","0","60","51.4","0.7","2.5","4.9","0.4","1.1"
"302","William Howard","HOU","PF","6.5","0","0","0","0","0","0.5","0","1","0","0"
"303","Kevin Huerter","ATL","SG","31.4","4.5","41.3","2.3","38","82.8","3.8","0.6","3.4","0.9","0.5"
"304","De'Andre Hunter","ATL","SF","32","4.4","41","1.7","35.5","76.4","1.8","0.7","3.8","0.7","0.3"
"305","Chandler Hutchison","CHI","SF","18.8","2.9","45.7","0.4","31.6","59","0.9","0.6","3.2","1","0.3"
"306","Serge Ibaka","TOR","C","27","6.2","51.2","1.3","38.5","71.8","1.4","2.1","6.1","0.5","0.8"
"307","Andre Iguodala","MIA","SG","19.9","1.8","43.2","0.7","29.8","40","2.4","0.8","2.9","0.7","1"
"308","Ersan İlyasova","MIL","PF","15.7","2.3","46.6","0.8","36.5","82.8","0.8","1","3.8","0.4","0.3"
"309","Joe Ingles","UTA","SF","29.7","3.4","44.5","2","39.9","78.7","5.2","0.4","3.5","0.9","0.2"
"310","Brandon Ingram","NOP","PF","33.9","8.2","46.3","2.4","39.1","85.1","4.2","0.8","5.3","1","0.6"
"311","Kyrie Irving","BRK","PG","32.9","10","47.8","2.8","39.4","92.2","6.4","1.1","4.1","1.4","0.5"
"312","Jonathan Isaac","ORL","SF","28.8","4.6","47","0.9","34","77.9","1.4","1.7","5.1","1.6","2.3"
"313","Wesley Iwundu","ORL","SF","18.3","1.9","41.6","0.5","34.1","80.4","1.2","0.5","2.1","0.5","0.3"
"314","Frank Jackson","NOP","PG","13.5","2.3","40.5","0.8","32.6","74.7","1","0.4","1","0.3","0.1"
"315","Jaren Jackson Jr.","MEM","C","28.5","6.2","46.9","2.5","39.4","74.7","1.4","1","3.6","0.7","1.6"
"316","Josh Jackson","MEM","SG","17.3","3.2","44","1","31.9","70","1.6","0.5","2.5","0.8","0.4"
"317","Justin Jackson","DAL","PF","16.1","2.1","39.6","0.7","29.4","84","0.8","0.4","2","0.2","0.2"
"318","Reggie Jackson","TOT","PG","24","4.3","41.1","1.8","39.3","83.3","4.1","0.5","2.4","0.4","0.2"
"319","Reggie Jackson","DET","PG","27.2","5.4","38.4","2.2","37.8","78.8","5.1","0.8","2.1","0.6","0.1"
"320","Reggie Jackson","LAC","PG","21.3","3.4","45.3","1.5","41.3","90.5","3.2","0.4","2.6","0.3","0.2"
"321","Justin James","SAC","SG","6.4","1","41.7","0.3","31","47.6","0.5","0.2","0.7","0.2","0.3"
"322","LeBron James","LAL","PG","34.6","9.6","49.3","2.2","34.8","69.3","10.2","1","6.9","1.2","0.5"
"323","Amile Jefferson","ORL","PF","4.1","0.3","35.7","0","0","35.7","0.2","0.6","0.7","0.1","0.2"
"324","DaQuan Jeffries","SAC","SG","10.8","1.5","50","0.4","27.8","83.3","0.5","0.2","1.2","0.3","0.1"
"325","Ty Jerome","PHO","PG","10.6","1.2","33.6","0.5","28","75","1.4","0.2","1.3","0.5","0.1"
"326","Alize Johnson","IND","SF","6.9","0.7","41.4","0.2","37.5","70","0.4","0.9","1.9","0.2","0.1"
"327","B.J. Johnson","ORL","SF","8.3","0.9","28.1","0.3","33.3","90","0.3","0.3","1.2","0.3","0"
"328","Cameron Johnson","PHO","PF","22","3.1","43.5","1.9","39","80.7","1.2","0.9","2.4","0.6","0.4"
"329","James Johnson","TOT","PF","19.3","3.2","47.9","1","36.3","64.6","2.3","0.8","2.9","0.8","1"
"330","James Johnson","MIA","PF","15.6","2.2","44.8","0.9","35.6","57.1","1.2","0.4","2.4","0.3","0.7"
"331","James Johnson","MIN","PF","24.1","4.6","50","1.2","37","67.6","3.8","1.2","3.5","1.4","1.4"
"332","Keldon Johnson","SAS","SF","17.7","3.1","59.6","0.8","59.1","79.5","0.9","0.6","2.8","0.8","0.1"
"333","Stanley Johnson","TOR","PF","6","0.9","37.3","0.3","29.2","56.3","0.8","0.3","1.2","0.2","0.2"
"334","Tyler Johnson","TOT","SG","18.2","2.5","38.8","1","31.9","84","1.9","0.5","1.5","0.4","0.2"
"335","Tyler Johnson","PHO","SG","16.6","2.1","38","0.8","28.9","75","1.6","0.3","1.4","0.4","0.3"
"336","Tyler Johnson","BRK","SG","24.3","4","40.5","1.8","38.9","100","3","1","2","0.5","0.1"
"337","Nikola Jokić","DEN","C","32","7.7","52.8","1.1","31.4","81.7","7","2.3","7.5","1.2","0.6"
"338","Damian Jones","ATL","C","16.1","2.2","68","0","22.2","73.8","0.6","1.3","2.4","0.5","0.7"
"339","Derrick Jones Jr.","MIA","SF","23.3","3.1","52.7","0.6","28","77.2","1.1","1.1","2.8","1","0.6"
"340","Tyus Jones","MEM","PG","19","3","45.9","0.7","37.9","74.1","4.4","0.1","1.4","0.9","0.1"
"341","DeAndre Jordan","BRK","C","22","3.4","66.6","0","0","68","1.9","2.5","7.5","0.3","0.9"
"342","Cory Joseph","SAC","PG","24.4","2.4","41.5","0.8","35.2","85.7","3.5","0.6","2","0.7","0.3"
"343","Mfiondu Kabengele","LAC","C","5.3","1.2","43.8","0.8","45","100","0.2","0.1","0.8","0.2","0.2"
"344","Frank Kaminsky","PHO","C","19.9","3.5","45","1.1","33.1","67.8","1.9","0.9","3.6","0.4","0.3"
"345","Enes Kanter","BOS","C","16.9","3.4","57.2","0","14.3","70.7","1","2.8","4.6","0.4","0.7"
"346","Luke Kennard","DET","SG","32.9","5.4","44.2","2.6","39.9","89.3","4.1","0.3","3.2","0.4","0.2"
"347","Stanton Kidd","UTA","SF","3.8","0","0","0","0","0","0.3","0","0.8","0","0"
"348","Michael Kidd-Gilchrist","TOT","SF-PF","11.2","0.9","33.3","0.2","25","78.6","0.6","0.6","2.1","0.1","0.2"
"349","Michael Kidd-Gilchrist","CHO","PF","13.3","1.5","34","0.4","29.4","77.8","0.8","0.8","2.2","0","0.3"
"350","Michael Kidd-Gilchrist","DAL","SF","9.3","0.3","30.8","0","0","80","0.3","0.4","2.1","0.2","0.2"
"351","Louis King","DET","SF","6.2","0.8","38.1","0.4","36.4","0","0.5","0.1","0.9","0.2","0"
"352","Maxi Kleber","DAL","C","25.5","3.2","46.1","1.6","37.3","84.9","1.2","1.5","3.7","0.3","1.1"
"353","Brandon Knight","TOT","PG","18.5","2.4","35.3","1.8","34.4","58.8","2.8","0.2","1.5","0.4","0.1"
"354","Brandon Knight","CLE","PG","15.1","1.8","32.6","1.2","29.7","30.8","1.9","0.2","1.1","0.3","0.1"
"355","Brandon Knight","DET","PG","24.6","3.4","38.3","2.9","38.8","76.2","4.2","0.1","2.2","0.6","0.1"
"356","Kevin Knox","NYK","SF","17.9","2.2","35.9","1","32.7","65.3","0.9","0.4","2.4","0.4","0.4"
"357","John Konchar","MEM","SG","9.5","1.3","64.9","0.3","50","50","1.2","0.9","1.5","0.4","0.2"
"358","Furkan Korkmaz","PHI","SG","21.7","3.4","43","2","40.2","75.5","1.1","0.3","2.1","0.6","0.2"
"359","Luke Kornet","CHI","C","15.5","2.3","43.9","0.9","28.7","71.4","0.9","0.6","1.7","0.3","0.7"
"360","Kyle Korver","MIL","SF","16.6","2.2","43","1.7","41.8","85.4","1.2","0.3","1.8","0.4","0.2"
"361","Rodions Kurucs","BRK","PF","14.6","1.7","44.6","0.7","36.7","63.2","1.1","0.5","2.4","0.5","0.1"
"362","Kyle Kuzma","LAL","PF","25","4.8","43.6","1.4","31.6","73.5","1.3","0.9","3.6","0.5","0.4"
"363","Skal Labissière","POR","C","17.2","2.5","55.1","0.1","23.1","75.8","1.3","2","3.2","0.2","0.9"
"364","Jeremy Lamb","IND","SG","28.1","4.7","45.1","1.2","33.5","83.6","2.1","0.5","3.8","1.2","0.5"
"365","Romeo Langford","BOS","SG","11.6","0.9","35","0.2","18.5","72","0.4","0.5","0.8","0.3","0.3"
"366","Zach LaVine","CHI","SG","34.8","9","45","3.1","38","80.2","4.2","0.7","4.1","1.5","0.5"
"367","Vic Law","ORL","SF","7.8","0.8","33.3","0.1","14.3","33.3","0.4","0.3","1.1","0.3","0"
"368","Jake Layman","MIN","PF","22","3.5","45.3","1","33.3","75","0.7","0.7","1.7","0.7","0.4"
"369","T.J. Leaf","IND","PF","7.9","1.3","41.9","0.2","27.8","43.8","0.3","0.8","1.7","0.4","0.1"
"370","Jalen Lecque","PHO","PG","6.4","0.8","40","0","0","100","0.4","0","0.4","0","0"
"371","Courtney Lee","DAL","SG","14.4","1.7","48.8","0.9","44.7","85.7","0.5","0.3","1","0.8","0.3"
"372","Damion Lee","GSW","SG","29","4.3","41.7","1.7","35.6","87.3","2.7","0.7","4.2","1","0.1"
"373","Alex Len","TOT","C","17.6","3.2","55.5","0.3","27.1","64.8","0.9","1.8","4","0.4","0.9"
"374","Alex Len","ATL","C","18.6","3.6","54.6","0.4","25","63","1.1","1.7","4","0.5","0.8"
"375","Alex Len","SAC","C","15","2.3","59.3","0.1","66.7","70.8","0.5","2.1","4","0.2","1"
"376","Kawhi Leonard","LAC","SF","32.4","9.3","47","2.2","37.8","88.6","4.9","0.9","6.1","1.8","0.6"
"377","Meyers Leonard","MIA","C","20.3","2.3","50.9","1","41.4","64.3","1.1","0.6","4.5","0.3","0.3"
"378","Caris LeVert","BRK","SG","29.6","6.9","42.5","1.8","36.4","71.1","4.4","1.1","3.1","1.2","0.2"
"379","Damian Lillard","POR","PG","37.5","9.5","46.3","4.1","40.1","88.8","8","0.5","3.8","1.1","0.3"
"380","Nassir Little","POR","PF","11.9","1.4","43","0.3","23.7","63.6","0.5","0.6","1.6","0.3","0.3"
"381","Kevon Looney","GSW","C","13.1","1.5","36.7","0.1","7.1","75","1","1.4","1.9","0.6","0.3"
"382","Brook Lopez","MIL","C","26.7","4.3","43.5","1.5","31.4","83.6","1.5","0.9","3.7","0.7","2.4"
"383","Robin Lopez","MIL","C","14.5","2.2","49.2","0.5","33.3","52.8","0.7","0.8","1.6","0.2","0.7"
"384","Kevin Love","CLE","PF","31.8","5.8","45","2.6","37.4","85.4","3.2","1","8.8","0.6","0.3"
"385","Kyle Lowry","TOR","PG","36.2","5.8","41.6","2.8","35.2","85.7","7.5","0.6","4.5","1.4","0.4"
"386","Timothé Luwawu-Cabarrot","BRK","SG","18.1","2.5","43.5","1.3","38.8","85.2","0.6","0.6","2.1","0.4","0.1"
"387","Trey Lyles","SAS","PF","20.2","2.4","44.6","1","38.7","73.3","1.1","1.1","4.6","0.4","0.4"
"388","Daryl Macon","MIA","SG","3.5","0.3","33.3","0.3","50","0","0.3","0","0","0","0"
"389","J.P. Macura","CLE","SG","1","0","0","0","0","0","0","0","0","0","0"
"390","Josh Magette","ORL","PG","4.8","0.6","33.3","0.1","25","50","0.6","0.1","0.6","0.4","0.1"
"391","Ian Mahinmi","WAS","C","21.3","2.7","49.5","0.1","19.2","61.9","1.3","2.1","3.7","0.8","1.2"
"392","Thon Maker","DET","C","12.9","1.6","48.2","0.4","34.4","66.4","0.7","0.9","1.9","0.4","0.7"
"393","Terance Mann","LAC","SG","8.8","0.9","46.8","0.2","35","66.7","1.3","0.2","1.1","0.3","0.1"
"394","Boban Marjanović","DAL","C","9.6","2.8","57.3","0.1","23.5","75.4","0.5","1.5","3","0.2","0.2"
"395","Lauri Markkanen","CHI","PF","29.8","5","42.5","2.2","34.4","82.4","1.5","1.2","5.1","0.8","0.5"
"396","Caleb Martin","CHO","SF","17.6","2.1","44","1.1","54.1","81","1.3","0.6","1.6","0.7","0.4"
"397","Cody Martin","CHO","SF","18.8","1.9","43","0.4","23.4","64.6","2","0.8","2.5","0.8","0.2"
"398","Jeremiah Martin","BRK","PG","11","2.7","45.3","0.6","27.8","78.6","2","0.1","1","0.8","0.2"
"399","Kelan Martin","MIN","SF","16","2.3","39.2","0.8","26","96.8","0.7","0.4","2.7","0.2","0.3"
"400","Frank Mason III","MIL","PG","13.1","2.6","45.1","0.7","28.6","58.8","3.2","0.6","1.6","0.6","0.1"
"401","Garrison Mathews","WAS","SG","12.6","1.3","42.9","1.1","41.3","91.2","0.6","0.3","1","0.4","0.1"
"402","Wesley Matthews","MIL","SG","24.4","2.5","39.6","1.6","36.4","76.5","1.4","0.3","2.1","0.6","0.1"
"403","Luc Mbah a Moute","HOU","PF","8.3","0.7","40","0","0","50","0","0.3","0.3","0.7","0"
"404","Patrick McCaw","TOR","SF","24.5","1.8","41.4","0.6","32.4","72.2","2.1","0.5","1.8","1.1","0.1"
"405","CJ McCollum","POR","SG","36.5","8.7","45.1","2.8","37.9","75.7","4.4","0.7","3.6","0.8","0.6"
"406","T.J. McConnell","IND","PG","18.7","3","51.6","0.1","29.4","83.3","5","0.5","2.1","0.8","0.2"
"407","Jalen McDaniels","CHO","PF","18.3","2.1","47.1","0.6","37.5","82.4","0.8","0.9","3.1","0.5","0.2"
"408","Doug McDermott","IND","PF","19.9","3.9","48.8","1.9","43.5","82.8","1.1","0.4","2.1","0.2","0.1"
"409","JaVale McGee","LAL","C","16.6","2.9","63.7","0","50","64.6","0.5","1.8","3.9","0.5","1.4"
"410","Rodney McGruder","LAC","SG","15.6","1.3","39.8","0.4","27","55.9","0.6","0.5","2.2","0.5","0.1"
"411","Alfonzo McKinnie","CLE","SF","14.8","1.8","42.7","0.4","21.5","71","0.4","0.9","1.9","0.6","0.2"
"412","Jordan McLaughlin","MIN","PG","19.7","2.9","48.9","1","38.2","66.7","4.2","0.2","1.4","1.1","0.1"
"413","Ben McLemore","HOU","SG","22.8","3.4","44.4","2.5","40","74.6","0.8","0.3","1.9","0.6","0.2"
"414","Jordan McRae","TOT","SG","21.2","4","40.7","1.2","35.7","76.1","2.5","0.5","2.9","0.6","0.4"
"415","Jordan McRae","WAS","SG","22.6","4.6","42","1.4","37.7","77.1","2.8","0.6","3","0.7","0.5"
"416","Jordan McRae","DEN","SG","8","0.5","33.3","0.5","50","75","1","0.3","1","0.5","0.3"
"417","Jordan McRae","DET","SG","24.5","3.5","32.6","0.8","18.8","72.7","1.8","0","3.8","0","0"
"418","Nicolò Melli","NOP","C","17.4","2.3","42.1","1.2","33.5","74","1.4","0.6","2.4","0.6","0.4"
"419","De'Anthony Melton","MEM","PG","19.5","2.7","40.1","0.7","28.6","76.9","2.9","0.7","3","1.3","0.3"
"420","Chimezie Metu","SAS","PF","5.8","1.3","57.1","0","0","76.9","0.6","0.7","1.2","0.2","0.3"
"421","Khris Middleton","MIL","SF","29.9","7.6","49.7","2.4","41.5","91.6","4.3","0.7","5.5","0.9","0.1"
"422","Eric Mika","SAC","PF","19","2","66.7","0","0","100","0","2","5","0","0"
"423","C.J. Miles","WAS","SG","16.1","1.9","32.2","1.1","31.4","75","1.2","0.4","0.8","1","0.4"
"424","Malcolm Miller","TOR","SF","5.8","0.4","41.4","0.3","36.4","37.5","0.4","0.1","0.5","0.2","0.1"
"425","Patty Mills","SAS","PG","22.5","3.9","43.1","2.3","38.2","86.6","1.8","0.3","1.3","0.8","0.1"
"426","Paul Millsap","DEN","PF","24.3","4.1","48.2","1.1","43.5","81.6","1.6","1.9","3.8","0.9","0.6"
"427","Shake Milton","PHI","SG","20.1","3.4","48.4","1.5","43","78.5","2.6","0.4","1.8","0.5","0.2"
"428","Donovan Mitchell","UTA","SG","34.3","8.7","44.9","2.5","36.6","86.3","4.3","0.8","3.6","1","0.2"
"429","Naz Mitrou-Long","IND","SG","9.4","1.2","35.3","0.4","16.7","0","1.6","0","1.4","0.2","0.2"
"430","Adam Mokoka","CHI","SG","10.2","1.1","42.9","0.5","40","50","0.4","0.6","0.3","0.4","0"
"431","Malik Monk","CHO","SG","21.3","3.9","43.4","1.1","28.4","82","2.1","0.5","2.4","0.5","0.3"
"432","Matt Mooney","CLE","SG","4.8","0.3","25","0","0","0","0.3","0","0.8","0.5","0.3"
"433","E'Twaun Moore","NOP","SG","18.2","3.3","42.6","1.1","37.7","68.9","1.4","0.6","1.8","0.6","0.2"
"434","Ja Morant","MEM","PG","31","6.7","47.7","0.9","33.5","77.6","7.3","0.8","3.1","0.9","0.3"
"435","Juwan Morgan","UTA","PF","6.4","0.7","57.7","0.1","37.5","75","0.3","0.5","0.9","0","0.1"
